R:A::C:P,0 3,1,2 5 6,4
0 3,0.28,0.20689655172413793,0.1590909090909091,0.2
1,0.46,0.4827586206896552,0.4659090909090909,0.43333333333333335
2 5 6,0.23,0.3103448275862069,0.3409090909090909,0.2
4,0.03,0.0,0.03409090909090909,0.16666666666666666
