R:A::C:P,0 5,1 3 4 6,2
0 5,0.37735849056603776,0.19753086419753085,0.12
1 3 4 6,0.4716981132075472,0.5802469135802469,0.56
2,0.1509433962264151,0.2222222222222222,0.32
