R:A::C:P,0,1,2 5 6,3 4
0,0.5,0.11904761904761904,0.19047619047619047,0.19047619047619047
1,0.2894736842105263,0.12280701754385964,0.35964912280701755,0.22807017543859648
2 5 6,0.14705882352941177,0.1323529411764706,0.4411764705882353,0.27941176470588236
3 4,0.043478260869565216,0.043478260869565216,0.391304347826087,0.5217391304347826
