R:A::C:P,0,1,2 5 6,3 4
0,0.3230769230769231,0.1724137931034483,0.09090909090909091,0.12307692307692308
1,0.5076923076923077,0.4827586206896552,0.4659090909090909,0.4
2 5 6,0.15384615384615385,0.3103448275862069,0.3409090909090909,0.2923076923076923
3 4,0.015384615384615385,0.034482758620689655,0.10227272727272728,0.18461538461538463
