R:A::C:P,0 4,1 3 5,2,6
0 4,0.4217687074829932,0.3673469387755102,0.1564625850340136,0.05442176870748299
1 3 5,0.3540587219343696,0.42487046632124353,0.11053540587219343,0.11053540587219343
2,0.26545454545454544,0.44727272727272727,0.14909090909090908,0.13818181818181818
6,0.2659846547314578,0.40664961636828645,0.10230179028132992,0.22506393861892582
