R:A::C:P,0,1 4,2 6,3,5
0,0.3230769230769231,0.1694915254237288,0.09722222222222222,0.08571428571428572,0.0625
1 4,0.5230769230769231,0.5423728813559322,0.5138888888888888,0.42857142857142855,0.4375
2 6,0.12307692307692308,0.2542372881355932,0.2777777777777778,0.3142857142857143,0.375
3,0.0,0.03389830508474576,0.05555555555555555,0.11428571428571428,0.125
5,0.03076923076923077,0.0,0.05555555555555555,0.05714285714285714,0.0
