R:A::C:P,antag,fool,other,protag
antag,0.025974025974025976,0.0,0.007874015748031496,0.050955414012738856
fool,0.012987012987012988,0.06018518518518518,0.004724409448818898,0.009554140127388535
other,0.922077922077922,0.9305555555555556,0.9858267716535433,0.8757961783439491
protag,0.03896103896103896,0.009259259259259259,0.0015748031496062992,0.06369426751592357
