R:A::C:P,0,1 5,2,3 4 6
0,0.16911764705882354,0.08835341365461848,0.05660377358490566,0.07586206896551724
1 5,0.49264705882352944,0.46184738955823296,0.37735849056603776,0.39655172413793105
2,0.16911764705882354,0.2289156626506024,0.2830188679245283,0.21379310344827587
3 4 6,0.16911764705882354,0.22088353413654618,0.2830188679245283,0.3137931034482759
