R:A::C:P,0,1 4 6,2 3 5
0,0.5,0.30952380952380953,0.19047619047619047
1 4 6,0.26717557251908397,0.3511450381679389,0.3816793893129771
2 3 5,0.12162162162162163,0.3783783783783784,0.5
