R:A::C:P,0 2 6,1,3 4 5
0 2 6,0.5419354838709678,0.44871794871794873,0.5557620817843866
1,0.27580645161290324,0.43162393162393164,0.20260223048327136
3 4 5,0.18225806451612903,0.11965811965811966,0.241635687732342
