R:A::C:P,0 4,1 3,2,5
0 4,0.391304347826087,0.25,0.09090909090909091,0.6666666666666666
1 3,0.43478260869565216,0.4375,0.6363636363636364,0.3333333333333333
2,0.17391304347826086,0.28125,0.2727272727272727,0.0
5,0.0,0.03125,0.0,0.0
