R:A::C:P,0 4,1 3,2,5
0 4,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.09523809523809523
1 3,0.2564102564102564,0.358974358974359,0.358974358974359,0.02564102564102564
2,0.21052631578947367,0.47368421052631576,0.3157894736842105,0.0
5,0.0,1.0,0.0,0.0
