R:A::C:P,0,1 2,3 5 6,4
0,0.43243243243243246,0.35135135135135137,0.13513513513513514,0.08108108108108109
1 2,0.19969512195121952,0.3521341463414634,0.3201219512195122,0.12804878048780488
3 5 6,0.14091680814940577,0.21052631578947367,0.5059422750424448,0.14261460101867574
4,0.1095890410958904,0.2876712328767123,0.3835616438356164,0.2191780821917808
