R:A::C:P,0 1 2,3 5,4,6
0 1 2,0.5830618892508144,0.14006514657980457,0.1270358306188925,0.1498371335504886
3 5,0.358974358974359,0.358974358974359,0.15384615384615385,0.1282051282051282
4,0.2857142857142857,0.07142857142857142,0.5,0.14285714285714285
6,0.375,0.25,0.3125,0.0625
