R:A::C:P,0 1 2,3 5,4,6
0 1 2,0.47606382978723405,0.11436170212765957,0.10372340425531915,0.12234042553191489
3 5,0.03723404255319149,0.03723404255319149,0.015957446808510637,0.013297872340425532
4,0.010638297872340425,0.0026595744680851063,0.018617021276595744,0.005319148936170213
6,0.015957446808510637,0.010638297872340425,0.013297872340425532,0.0026595744680851063
