R:A::C:P,0,1 2 3 4,5 6
0,0.10317460317460317,0.09523809523809523,0.015873015873015872
1 2 3 4,0.15079365079365079,0.5317460317460317,0.07142857142857142
5 6,0.007936507936507936,0.023809523809523808,0.0
