R:A::C:P,0,1 2 3 4,5 6
0,0.3939393939393939,0.14634146341463414,0.18181818181818182
1 2 3 4,0.5757575757575758,0.8170731707317073,0.8181818181818182
5 6,0.030303030303030304,0.036585365853658534,0.0
