R:A::C:P,0 1,2 3,4 5 6
0 1,0.8285714285714286,0.48214285714285715,0.6060606060606061
2 3,0.12857142857142856,0.4107142857142857,0.2727272727272727
4 5 6,0.04285714285714286,0.10714285714285714,0.12121212121212122
