R:A::C:P,0,1,2 3 5,4 6
0,0.029449423815621,0.016645326504481434,0.02560819462227913,0.02176696542893726
1,0.07682458386683738,0.08962868117797695,0.117797695262484,0.07426376440460948
2 3 5,0.04353393085787452,0.058898847631242,0.16645326504481434,0.088348271446863
4 6,0.024327784891165175,0.023047375160051217,0.07810499359795134,0.06530089628681178
