R:A::C:P,0,1,2,3,4,5,6,7
0,0.3333333333333333,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.07142857142857142,0.16666666666666666
1,0.23684210526315788,0.11403508771929824,0.18421052631578946,0.11403508771929824,0.11403508771929824,0.06140350877192982,0.09649122807017543,0.07894736842105263
2,0.09259259259259259,0.14814814814814814,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.09259259259259259,0.18518518518518517,0.037037037037037035
3,0.0,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0
4,0.0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.0,0.09090909090909091,0.09090909090909091
5,0.125,0.0,0.375,0.25,0.0,0.0,0.125,0.125
6,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666
7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
