R:A::C:P,0,1 2 6,3,4 5
0,0.12598425196850394,0.04666666666666667,0.016853932584269662,0.030555555555555555
1 2 6,0.7086614173228346,0.7883333333333333,0.7191011235955056,0.7388888888888889
3,0.06692913385826772,0.065,0.08426966292134831,0.08611111111111111
4 5,0.0984251968503937,0.1,0.1797752808988764,0.14444444444444443
