R:A::C:P,0,1 2 6,3,4 5
0,0.43243243243243246,0.3783783783783784,0.04054054054054054,0.14864864864864866
1 2 6,0.17191977077363896,0.45176695319961796,0.12225405921680993,0.25405921680993315
3,0.16666666666666666,0.38235294117647056,0.14705882352941177,0.30392156862745096
4 5,0.14792899408284024,0.35502958579881655,0.1893491124260355,0.3076923076923077
