R:A::C:P,0,1,2,3,4,5,6,p
0,0,22,7,6,5,7,2,19
1,60,0,39,29,23,18,10,47
2,8,26,0,26,8,8,10,25
3,2,4,5,0,2,8,6,7
4,2,2,2,1,0,6,5,6
5,5,2,1,7,6,0,3,2
6,5,4,4,5,9,5,0,5
p,10,2,5,1,2,0,2,0
