R:A::C:P,0,1,2,3 6,4 5
0,0.48148148148148145,0.25925925925925924,0.037037037037037035,0.0,0.2222222222222222
1,0.23728813559322035,0.3728813559322034,0.15254237288135594,0.1016949152542373,0.13559322033898305
2,0.14814814814814814,0.14814814814814814,0.3333333333333333,0.18518518518518517,0.18518518518518517
3 6,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
4 5,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285
