R:A::C:P,0,1,2,3 6,4 5
0,0.3939393939393939,0.21212121212121213,0.045454545454545456,0.0,0.2857142857142857
1,0.42424242424242425,0.6666666666666666,0.4090909090909091,0.35294117647058826,0.38095238095238093
2,0.12121212121212122,0.12121212121212122,0.4090909090909091,0.29411764705882354,0.23809523809523808
3 6,0.0,0.0,0.045454545454545456,0.23529411764705882,0.047619047619047616
4 5,0.06060606060606061,0.0,0.09090909090909091,0.11764705882352941,0.047619047619047616
