R:A::C:P,0 1,2,3,4 5,6
0 1,0.36477987421383645,0.08176100628930817,0.0880503144654088,0.12578616352201258,0.0
2,0.050314465408805034,0.050314465408805034,0.06918238993710692,0.031446540880503145,0.012578616352201259
3,0.006289308176100629,0.012578616352201259,0.012578616352201259,0.012578616352201259,0.0
4 5,0.012578616352201259,0.012578616352201259,0.018867924528301886,0.018867924528301886,0.006289308176100629
6,0.006289308176100629,0.0,0.006289308176100629,0.0,0.0
