R:A::C:P,0 1,2 5,3 4 6
0 1,0.5362637362637362,0.16703296703296702,0.2967032967032967
2 5,0.31805929919137466,0.2641509433962264,0.41778975741239893
3 4 6,0.2226148409893993,0.28975265017667845,0.4876325088339223
