R:A::C:P,0 1,2 5,3 4 6
0 1,0.1752873563218391,0.05459770114942529,0.09698275862068965
2 5,0.08477011494252873,0.07040229885057471,0.11135057471264367
3 4 6,0.09051724137931035,0.11781609195402298,0.19827586206896552
