R:A::C:P,0,1,2 4,3 5,6
0,0.022988505747126436,0.013649425287356323,0.009339080459770116,0.005747126436781609,0.0014367816091954023
1,0.06609195402298851,0.07255747126436782,0.0639367816091954,0.042385057471264365,0.028735632183908046
2 4,0.033764367816091954,0.039511494252873564,0.07686781609195402,0.06824712643678162,0.031609195402298854
3 5,0.02442528735632184,0.016522988505747127,0.03879310344827586,0.04525862068965517,0.017241379310344827
6,0.035201149425287355,0.02586206896551724,0.06824712643678162,0.08836206896551724,0.06321839080459771
