R:A::C:P,0,1,2 4,3 5,6
0,0.12598425196850394,0.0811965811965812,0.036312849162011177,0.022988505747126436,0.010101010101010102
1,0.36220472440944884,0.43162393162393164,0.24860335195530725,0.16954022988505746,0.20202020202020202
2 4,0.18503937007874016,0.23504273504273504,0.2988826815642458,0.27298850574712646,0.2222222222222222
3 5,0.13385826771653545,0.09829059829059829,0.15083798882681565,0.1810344827586207,0.12121212121212122
6,0.19291338582677164,0.15384615384615385,0.26536312849162014,0.35344827586206895,0.4444444444444444
