R:A::C:P,0 1,2,3 5,4 6
0 1,0.36477987421383645,0.08176100628930817,0.1320754716981132,0.08176100628930817
2,0.050314465408805034,0.050314465408805034,0.09433962264150944,0.018867924528301886
3 5,0.012578616352201259,0.018867924528301886,0.018867924528301886,0.018867924528301886
4 6,0.012578616352201259,0.006289308176100629,0.018867924528301886,0.018867924528301886
