R:A::C:P,0,1 3 6,2,4 5
0,0.40476190476190477,0.11290322580645161,0.08,0.3
1 3 6,0.4523809523809524,0.5483870967741935,0.52,0.43333333333333335
2,0.09523809523809523,0.27419354838709675,0.32,0.16666666666666666
4 5,0.047619047619047616,0.06451612903225806,0.08,0.1
