R:A::C:P,0,1,2,3,4,5,6,7,p
0,23,11,6,3,4,2,4,9,6
1,46,51,33,18,23,8,6,26,15
2,11,13,25,22,13,9,1,6,11
3,1,4,4,7,5,3,5,3,2
4,1,2,2,4,3,5,5,1,1
5,3,1,3,1,8,8,2,0,0
6,1,3,2,6,12,2,6,5,0
7,2,2,0,0,0,0,0,2,1
p,4,1,5,0,0,2,0,5,5
