R:A::C:P,0 1,2,3,4,5 6
0 1,0.5523809523809524,0.12380952380952381,0.13333333333333333,0.12380952380952381,0.06666666666666667
2,0.23529411764705882,0.23529411764705882,0.3235294117647059,0.029411764705882353,0.17647058823529413
3,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0
4,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0
5 6,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666
