R:A::C:P,0 1 2,3 4 5,6
0 1 2,0.9157894736842105,0.819672131147541,0.6666666666666666
3 4 5,0.07368421052631578,0.16393442622950818,0.3333333333333333
6,0.010526315789473684,0.01639344262295082,0.0
