R:A::C:P,0 1 2,3 4 5,6
0 1 2,0.5471698113207547,0.31446540880503143,0.012578616352201259
3 4 5,0.0440251572327044,0.06289308176100629,0.006289308176100629
6,0.006289308176100629,0.006289308176100629,0.0
