R:A::C:P,0 1,2 3,4,5,6
0 1,0.5,0.2398843930635838,0.29473684210526313,0.17647058823529413,0.21212121212121213
2 3,0.23975409836065573,0.3179190751445087,0.2578947368421053,0.29411764705882354,0.25757575757575757
4,0.02663934426229508,0.0838150289017341,0.08421052631578947,0.052941176470588235,0.030303030303030304
5,0.05942622950819672,0.0838150289017341,0.07368421052631578,0.07647058823529412,0.05555555555555555
6,0.17418032786885246,0.2745664739884393,0.2894736842105263,0.4,0.4444444444444444
