R:A::C:P,0,1 6,2 3 4 5
0,0.1069182389937107,0.031446540880503145,0.08176100628930817
1 6,0.11949685534591195,0.11320754716981132,0.22012578616352202
2 3 4 5,0.03773584905660377,0.050314465408805034,0.2389937106918239
