R:A::C:P,0,1 5,2,3,4 6
0,0.16911764705882354,0.08835341365461848,0.05660377358490566,0.05263157894736842,0.08717948717948718
1 5,0.49264705882352944,0.46184738955823296,0.37735849056603776,0.4,0.39487179487179486
2,0.16911764705882354,0.2289156626506024,0.2830188679245283,0.25263157894736843,0.19487179487179487
3,0.029411764705882353,0.0642570281124498,0.08490566037735849,0.09473684210526316,0.06153846153846154
4 6,0.13970588235294118,0.1566265060240964,0.19811320754716982,0.2,0.26153846153846155
