R:A::C:P,0,1 4 6,2 3,5
0,0.07446808510638298,0.05319148936170213,0.018617021276595744,0.013297872340425532
1 4 6,0.13297872340425532,0.25,0.1196808510638298,0.018617021276595744
2 3,0.02925531914893617,0.13829787234042554,0.0797872340425532,0.026595744680851064
5,0.010638297872340425,0.010638297872340425,0.015957446808510637,0.007978723404255319
