R:A::C:P,0,1 2 5,3,4 6
0,0.07446808510638298,0.04521276595744681,0.007978723404255319,0.031914893617021274
1 2 5,0.1622340425531915,0.2579787234042553,0.07712765957446809,0.2047872340425532
3,0.0026595744680851063,0.02925531914893617,0.007978723404255319,0.018617021276595744
4 6,0.007978723404255319,0.026595744680851064,0.005319148936170213,0.0398936170212766
