R:A::C:P,0 1,2,3,4 5,6
0 1,0.46794871794871795,0.16666666666666666,0.10256410256410256,0.16666666666666666,0.09615384615384616
2,0.2777777777777778,0.18518518518518517,0.14814814814814814,0.2037037037037037,0.18518518518518517
3,0.08333333333333333,0.25,0.3333333333333333,0.25,0.08333333333333333
4 5,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.10526315789473684
6,0.3333333333333333,0.0,0.5,0.16666666666666666,0.0
