R:A::C:P,0,1,2 5,3 4 6
0,0.3939393939393939,0.21212121212121213,0.0967741935483871,0.13793103448275862
1,0.42424242424242425,0.6666666666666666,0.41935483870967744,0.3448275862068966
2 5,0.15151515151515152,0.12121212121212122,0.41935483870967744,0.27586206896551724
3 4 6,0.030303030303030304,0.0,0.06451612903225806,0.2413793103448276
