R:A::C:P,0,1,2,3,4,5,6
0,0.4117647058823529,0.17647058823529413,0.14705882352941177,0.08823529411764706,0.07352941176470588,0.07352941176470588,0.029411764705882353
1,0.29646017699115046,0.1902654867256637,0.17699115044247787,0.084070796460177,0.11946902654867257,0.084070796460177,0.048672566371681415
2,0.15315315315315314,0.18018018018018017,0.21621621621621623,0.1891891891891892,0.09009009009009009,0.08108108108108109,0.09009009009009009
3,0.08823529411764706,0.08823529411764706,0.2647058823529412,0.14705882352941177,0.058823529411764705,0.20588235294117646,0.14705882352941177
4,0.125,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.2916666666666667,0.25
5,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.23076923076923078,0.0,0.11538461538461539
6,0.16216216216216217,0.10810810810810811,0.10810810810810811,0.08108108108108109,0.21621621621621623,0.10810810810810811,0.21621621621621623
