R:A::C:P,0,1,2 3 5,4 6
0,0.053231939163498096,0.022813688212927757,0.039923954372623575,0.013307984790874524
1,0.12737642585551331,0.0817490494296578,0.1482889733840304,0.07224334600760456
2 3 5,0.049429657794676805,0.04752851711026616,0.1596958174904943,0.06844106463878327
4 6,0.017110266159695818,0.011406844106463879,0.045627376425855515,0.04182509505703422
