R:A::C:P,0,1,2 3 5,4 6
0,0.4117647058823529,0.17647058823529413,0.3088235294117647,0.10294117647058823
1,0.29646017699115046,0.1902654867256637,0.34513274336283184,0.168141592920354
2 3 5,0.15204678362573099,0.14619883040935672,0.49122807017543857,0.21052631578947367
4 6,0.14754098360655737,0.09836065573770492,0.39344262295081966,0.36065573770491804
