R:A::C:P,0 3 4 5,1 2,6
0 3 4 5,0.3356164383561644,0.2465753424657534,0.21428571428571427
1 2,0.6301369863013698,0.7397260273972602,0.7857142857142857
6,0.03424657534246575,0.0136986301369863,0.0
