R:A::C:P,0 3,1 5,2 6,4
0 3,0.5,0.19047619047619047,0.09523809523809523,0.21428571428571427
1 5,0.43243243243243246,0.3108108108108108,0.17567567567567569,0.08108108108108109
2 6,0.4722222222222222,0.2222222222222222,0.2777777777777778,0.027777777777777776
4,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855
