R:A::C:P,0,1 3 5 6,2,4
0,0.3010752688172043,0.12,0.0784313725490196,0.12280701754385964
1 3 5 6,0.5698924731182796,0.5942857142857143,0.6274509803921569,0.5614035087719298
2,0.10752688172043011,0.26857142857142857,0.2549019607843137,0.19298245614035087
4,0.021505376344086023,0.017142857142857144,0.0392156862745098,0.12280701754385964
