R:A::C:P,0,1 3 5 6,2,4
0,0.4666666666666667,0.35,0.06666666666666667,0.11666666666666667
1 3 5 6,0.2398190045248869,0.47058823529411764,0.14479638009049775,0.14479638009049775
2,0.12345679012345678,0.5802469135802469,0.16049382716049382,0.13580246913580246
4,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.5
