R:A::C:P,0,1 3 5 6,2,4
0,0.07446808510638298,0.05585106382978723,0.010638297872340425,0.018617021276595744
1 3 5 6,0.14095744680851063,0.2765957446808511,0.0851063829787234,0.0851063829787234
2,0.026595744680851064,0.125,0.034574468085106384,0.02925531914893617
4,0.005319148936170213,0.007978723404255319,0.005319148936170213,0.018617021276595744
