R:A::C:P,0,1,2 3,4,5 6
0,0.053231939163498096,0.022813688212927757,0.030418250950570342,0.009505703422053232,0.013307984790874524
1,0.12737642585551331,0.0817490494296578,0.11216730038022814,0.051330798479087454,0.057034220532319393
2 3,0.03802281368821293,0.043726235741444866,0.11216730038022814,0.022813688212927757,0.058935361216730035
4,0.005703422053231939,0.0038022813688212928,0.011406844106463879,0.0,0.024714828897338403
5 6,0.022813688212927757,0.011406844106463879,0.030418250950570342,0.026615969581749048,0.028517110266159697
