R:A::C:P,0,1,2 3,4,5 6
0,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.07352941176470588,0.10294117647058823
1,0.29646017699115046,0.1902654867256637,0.2610619469026549,0.11946902654867257,0.13274336283185842
2 3,0.13793103448275862,0.15862068965517243,0.4068965517241379,0.08275862068965517,0.21379310344827587
4,0.125,0.08333333333333333,0.25,0.0,0.5416666666666666
5 6,0.19047619047619047,0.09523809523809523,0.25396825396825395,0.2222222222222222,0.23809523809523808
