R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.6842105263157895,0.15789473684210525,0.07602339181286549,0.08187134502923976
1,0.6867469879518072,0.18674698795180722,0.10240963855421686,0.024096385542168676
3,0.6363636363636364,0.045454545454545456,0.13636363636363635,0.18181818181818182
5,0.5882352941176471,0.0,0.23529411764705882,0.17647058823529413
