R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.31117021276595747,0.07180851063829788,0.034574468085106384,0.03723404255319149
1,0.30319148936170215,0.08244680851063829,0.04521276595744681,0.010638297872340425
3,0.03723404255319149,0.0026595744680851063,0.007978723404255319,0.010638297872340425
5,0.026595744680851064,0.0,0.010638297872340425,0.007978723404255319
