R:A::C:P,0 1 6,2,3 4 5
0 1 6,0.3297413793103448,0.0617816091954023,0.21623563218390804
2,0.09123563218390805,0.029454022988505746,0.07686781609195402
3 4 5,0.07183908045977011,0.029454022988505746,0.09339080459770115
