R:A::C:P,0 1 6,2,3 4 5
0 1 6,0.6690962099125365,0.5119047619047619,0.5594795539033457
2,0.18513119533527697,0.24404761904761904,0.19888475836431227
3 4 5,0.1457725947521866,0.24404761904761904,0.241635687732342
