R:A::C:P,0 1 4,2,3,5 6
0 1 4,0.6231060606060606,0.11742424242424243,0.0946969696969697,0.16477272727272727
2,0.44727272727272727,0.14909090909090908,0.14181818181818182,0.26181818181818184
3,0.4215686274509804,0.14705882352941177,0.14705882352941177,0.28431372549019607
5 6,0.3757700205338809,0.1026694045174538,0.15195071868583163,0.36960985626283366
