R:A::C:P,0,1,2 4,3,5 6
0,0.4666666666666667,0.13333333333333333,0.18333333333333332,0.05,0.16666666666666666
1,0.28313253012048195,0.18674698795180722,0.25301204819277107,0.10240963855421686,0.1746987951807229
2 4,0.12631578947368421,0.17894736842105263,0.3473684210526316,0.09473684210526316,0.25263157894736843
3,0.045454545454545456,0.045454545454545456,0.5,0.13636363636363635,0.2727272727272727
5 6,0.15151515151515152,0.06060606060606061,0.3333333333333333,0.15151515151515152,0.30303030303030304
