R:A::C:P,0,1,2 4,3 6,5
0,0.48148148148148145,0.25925925925925924,0.18518518518518517,0.0,0.07407407407407407
1,0.23728813559322035,0.3728813559322034,0.22033898305084745,0.1016949152542373,0.06779661016949153
2 4,0.16129032258064516,0.12903225806451613,0.41935483870967744,0.1935483870967742,0.0967741935483871
3 6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
