R:A::C:P,0 1 2 6,3 4,5
0 1 2 6,0.6330708661417322,0.2503937007874016,0.11653543307086614
3 4,0.5280898876404494,0.29213483146067415,0.1797752808988764
5,0.5087719298245614,0.2807017543859649,0.21052631578947367
