R:A::C:P,0 1 2 6,3 4,5
0 1 2 6,0.8410041841004184,0.7910447761194029,0.7254901960784313
3 4,0.09832635983263599,0.12935323383084577,0.1568627450980392
5,0.060669456066945605,0.07960199004975124,0.11764705882352941
