R:A::C:P,comedy,history,tragedy
comedy,0.6,0.0,0.2727272727272727
history,0.13333333333333333,0.9473684210526315,0.030303030303030304
tragedy,0.26666666666666666,0.05263157894736842,0.696969696969697
