R:A::C:P,comedy,history,tragedy
comedy,0.21951219512195122,0.0,0.10975609756097561
history,0.04878048780487805,0.21951219512195122,0.012195121951219513
tragedy,0.0975609756097561,0.012195121951219513,0.2804878048780488
